4.634661078453063965e-01 8.728393316268920898e-01 -9.645698666572570801e-01 -1.034849658608436584e-01 3.962907493114471436e-01 8.819444775581359863e-01 1.485917419195175171e-01 -7.209040522575378418e-01 3.765922188758850098e-01 9.019934535026550293e-01 -9.063925743103027344e-01 1.133556142449378967e-01 -7.971128076314926147e-02 9.800631999969482422e-01
4.887422621250152588e-01 8.609844446182250977e-01 -9.831250309944152832e-01 -1.656665094196796417e-02 4.391213357448577881e-01 8.887786269187927246e-01 5.738537311553955078e-01 -7.950325608253479004e-01 -9.800179600715637207e-01 -2.399995364248752594e-02 1.657006889581680298e-01 9.579313397407531738e-01 -6.569937802851200104e-03 -9.825630784034729004e-01
4.349204003810882568e-01 8.866367936134338379e-01 2.581458687782287598e-01 -9.449289441108703613e-01 4.363960921764373779e-01 8.762414455413818359e-01 -9.402866363525390625e-01 -2.518173456192016602e-01 3.514418900012969971e-01 9.045110344886779785e-01 -9.606457948684692383e-01 6.681335717439651489e-02 3.862558305263519287e-02 -9.838475584983825684e-01
4.768145978450775146e-01 8.673819303512573242e-01 -9.766067862510681152e-01 -3.602783381938934326e-02 4.608315229415893555e-01 8.783054351806640625e-01 4.967704713344573975e-01 -8.309156894683837891e-01 3.592016398906707764e-01 -9.139497876167297363e-01 1.904189139604568481e-01 9.589008092880249023e-01 -1.003170683979988098e-01 9.767268300056457520e-01
4.626422524452209473e-01 8.753279447555541992e-01 2.892079949378967285e-01 -9.355417490005493164e-01 4.599595665931701660e-01 8.728926181793212891e-01 5.752484798431396484e-01 -7.933022379875183105e-01 4.009479880332946777e-01 -8.903940320014953613e-01 -9.529390335083007812e-01 2.122603654861450195e-01 -3.033136716112494469e-03 -9.836096167564392090e-01
4.949419498443603516e-01 8.573053479194641113e-01 2.614044547080993652e-01 -9.412245154380798340e-01 4.364345073699951172e-01 8.897872567176818848e-01 4.540203213691711426e-01 -8.519022464752197266e-01 3.604704737663269043e-01 9.060047864913940430e-01 1.762987077236175537e-01 9.505277872085571289e-01 -8.792016655206680298e-02 9.783477783203125000e-01
4.728989005088806152e-01 8.698882460594177246e-01 -9.872490167617797852e-01 -1.056375540792942047e-02 4.458973705768585205e-01 8.857120275497436523e-01 6.608794331550598145e-01 -7.104526758193969727e-01 -9.798204898834228516e-01 -2.102425135672092438e-02 1.905351728200912476e-01 9.538571238517761230e-01 -6.113857403397560120e-02 9.804306626319885254e-01
4.212070405483245850e-01 -8.833340406417846680e-01 -9.423222541809082031e-01 -1.121198236942291260e-01 5.036394000053405762e-01 8.486838936805725098e-01 -7.913193106651306152e-01 -2.814849019050598145e-01 3.400353491306304932e-01 -9.197001457214355469e-01 -8.886593580245971680e-01 -1.479253023862838745e-01 1.095637455582618713e-01 -9.314848184585571289e-01
4.341354966163635254e-01 8.840787410736083984e-01 3.497826457023620605e-01 -9.185331463813781738e-01 4.291801154613494873e-01 8.693432211875915527e-01 -9.327995181083679199e-01 -2.640513777732849121e-01 -9.804485440254211426e-01 -3.461372852325439453e-02 -9.505488276481628418e-01 5.255635827779769897e-02 -7.908856123685836792e-02 9.791166782379150391e-01
4.709427356719970703e-01 8.681799173355102539e-01 3.728142678737640381e-01 -9.101266264915466309e-01 4.445469081401824951e-01 8.863325715065002441e-01 4.374743998050689697e-01 -8.690457344055175781e-01 -9.837560653686523438e-01 -2.111657336354255676e-02 1.920299232006072998e-01 9.556515216827392578e-01 -1.038432419300079346e-01 9.771987795829772949e-01
4.724297821521759033e-01 8.691846728324890137e-01 3.299158811569213867e-01 -9.235728383064270020e-01 4.204646348953247070e-01 8.915758728981018066e-01 1.718100458383560181e-01 -9.614456295967102051e-01 -9.792888164520263672e-01 -2.585332468152046204e-02 -9.492092728614807129e-01 9.517548233270645142e-02 3.014631941914558411e-02 -9.839813113212585449e-01
4.447883367538452148e-01 8.826989531517028809e-01 2.498596608638763428e-01 -9.497298002243041992e-01 4.437499344348907471e-01 8.806717395782470703e-01 4.827823340892791748e-01 -8.417947888374328613e-01 3.812354803085327148e-01 8.929907679557800293e-01 -9.568907022476196289e-01 7.117950916290283203e-02 -8.252617716789245605e-02 9.810668230056762695e-01
4.477372467517852783e-01 8.805930018424987793e-01 -9.624567031860351562e-01 -1.340681761503219604e-01 4.235685467720031738e-01 8.876315355300903320e-01 4.803078770637512207e-01 -8.429349064826965332e-01 -9.814792871475219727e-01 -1.688810251653194427e-02 -9.324920177459716797e-01 5.496318638324737549e-02 -7.790327817201614380e-02 9.809807538986206055e-01
4.020097553730010986e-01 8.984030485153198242e-01 -9.608837962150573730e-01 -1.291509121656417847e-01 4.137799143791198730e-01 8.860923647880554199e-01 -9.294897913932800293e-01 -2.624144852161407471e-01 -9.809531569480895996e-01 -2.307526022195816040e-02 -9.425439834594726562e-01 7.450519502162933350e-02 2.403170801699161530e-02 -9.828410148620605469e-01
4.382234215736389160e-01 8.621309399604797363e-01 2.756126523017883301e-01 -9.347859025001525879e-01 4.637271165847778320e-01 8.751490116119384766e-01 -9.146514534950256348e-01 -2.930912673473358154e-01 3.918407559394836426e-01 -8.946297764778137207e-01 1.790769100189208984e-01 9.525753259658813477e-01 4.953768849372863770e-02 -9.799240827560424805e-01
4.613339900970458984e-01 8.719558119773864746e-01 -9.575173258781433105e-01 -1.471587568521499634e-01 4.152532815933227539e-01 8.937572836875915527e-01 4.396822452545166016e-01 -8.569283485412597656e-01 -9.824000000953674316e-01 -1.773784495890140533e-02 -9.405656456947326660e-01 9.308159351348876953e-02 -9.384006261825561523e-04 -9.835944771766662598e-01
4.621371030807495117e-01 8.742749094963073730e-01 -9.739386439323425293e-01 -5.141750350594520569e-02 4.020010828971862793e-01 8.990727663040161133e-01 4.267744421958923340e-01 -8.636554479598999023e-01 3.703133761882781982e-01 -9.091687798500061035e-01 -9.493662118911743164e-01 1.246565058827400208e-01 1.860014908015727997e-02 -9.833066463470458984e-01
